    2 'WIVQU ' 'BEST FIT PROFILE. INVERSION'
    1     6301.5012   200     3.986920E+14 |   1 200   1 200  'FeI '
 -7.500000E-01  9.9866E-01  1.8303E-05  0.0000E+00  0.0000E+00
 -7.424623E-01  9.9863E-01  1.8860E-05  0.0000E+00  0.0000E+00
 -7.349246E-01  9.9860E-01  1.9437E-05  0.0000E+00  0.0000E+00
 -7.273869E-01  9.9857E-01  2.0040E-05  0.0000E+00  0.0000E+00
 -7.198492E-01  9.9854E-01  2.0671E-05  0.0000E+00  0.0000E+00
 -7.123116E-01  9.9851E-01  2.1330E-05  0.0000E+00  0.0000E+00
 -7.047739E-01  9.9848E-01  2.2017E-05  0.0000E+00  0.0000E+00
 -6.972362E-01  9.9845E-01  2.2734E-05  0.0000E+00  0.0000E+00
 -6.896985E-01  9.9842E-01  2.3483E-05  0.0000E+00  0.0000E+00
 -6.821608E-01  9.9838E-01  2.4265E-05  0.0000E+00  0.0000E+00
 -6.746231E-01  9.9834E-01  2.5081E-05  0.0000E+00  0.0000E+00
 -6.670854E-01  9.9831E-01  2.5936E-05  0.0000E+00  0.0000E+00
 -6.595477E-01  9.9827E-01  2.6829E-05  0.0000E+00  0.0000E+00
 -6.520101E-01  9.9823E-01  2.7764E-05  0.0000E+00  0.0000E+00
 -6.444724E-01  9.9819E-01  2.8743E-05  0.0000E+00  0.0000E+00
 -6.369347E-01  9.9814E-01  2.9769E-05  0.0000E+00  0.0000E+00
 -6.293970E-01  9.9810E-01  3.0845E-05  0.0000E+00  0.0000E+00
 -6.218593E-01  9.9805E-01  3.1973E-05  0.0000E+00  0.0000E+00
 -6.143216E-01  9.9801E-01  3.3156E-05  0.0000E+00  0.0000E+00
 -6.067839E-01  9.9796E-01  3.4399E-05  0.0000E+00  0.0000E+00
 -5.992462E-01  9.9791E-01  3.5705E-05  0.0000E+00  0.0000E+00
 -5.917085E-01  9.9785E-01  3.7079E-05  0.0000E+00  0.0000E+00
 -5.841709E-01  9.9780E-01  3.8524E-05  0.0000E+00  0.0000E+00
 -5.766332E-01  9.9774E-01  4.0045E-05  0.0000E+00  0.0000E+00
 -5.690955E-01  9.9768E-01  4.1647E-05  0.0000E+00  0.0000E+00
 -5.615578E-01  9.9762E-01  4.3336E-05  0.0000E+00  0.0000E+00
 -5.540201E-01  9.9755E-01  4.5119E-05  0.0000E+00  0.0000E+00
 -5.464824E-01  9.9749E-01  4.7000E-05  0.0000E+00  0.0000E+00
 -5.389447E-01  9.9742E-01  4.8988E-05  0.0000E+00  0.0000E+00
 -5.314070E-01  9.9734E-01  5.1091E-05  0.0000E+00  0.0000E+00
 -5.238693E-01  9.9727E-01  5.3315E-05  0.0000E+00  0.0000E+00
 -5.163317E-01  9.9719E-01  5.5671E-05  0.0000E+00  0.0000E+00
 -5.087940E-01  9.9710E-01  5.8169E-05  0.0000E+00  0.0000E+00
 -5.012563E-01  9.9702E-01  6.0819E-05  0.0000E+00  0.0000E+00
 -4.937186E-01  9.9693E-01  6.3632E-05  0.0000E+00  0.0000E+00
 -4.861809E-01  9.9683E-01  6.6623E-05  0.0000E+00  0.0000E+00
 -4.786432E-01  9.9673E-01  6.9805E-05  0.0000E+00  0.0000E+00
 -4.711055E-01  9.9663E-01  7.3194E-05  0.0000E+00  0.0000E+00
 -4.635678E-01  9.9652E-01  7.6807E-05  0.0000E+00  0.0000E+00
 -4.560302E-01  9.9640E-01  8.0662E-05  0.0000E+00  0.0000E+00
 -4.484925E-01  9.9628E-01  8.4782E-05  0.0000E+00  0.0000E+00
 -4.409548E-01  9.9615E-01  8.9188E-05  0.0000E+00  0.0000E+00
 -4.334171E-01  9.9602E-01  9.3906E-05  0.0000E+00  0.0000E+00
 -4.258794E-01  9.9588E-01  9.8966E-05  0.0000E+00  0.0000E+00
 -4.183417E-01  9.9573E-01  1.0440E-04  0.0000E+00  0.0000E+00
 -4.108040E-01  9.9557E-01  1.1024E-04  0.0000E+00  0.0000E+00
 -4.032663E-01  9.9540E-01  1.1652E-04  0.0000E+00  0.0000E+00
 -3.957286E-01  9.9523E-01  1.2330E-04  0.0000E+00  0.0000E+00
 -3.881910E-01  9.9504E-01  1.3061E-04  0.0000E+00  0.0000E+00
 -3.806533E-01  9.9485E-01  1.3852E-04  0.0000E+00  0.0000E+00
 -3.731156E-01  9.9464E-01  1.4708E-04  0.0000E+00  0.0000E+00
 -3.655779E-01  9.9441E-01  1.5638E-04  0.0000E+00  0.0000E+00
 -3.580402E-01  9.9418E-01  1.6647E-04  0.0000E+00  0.0000E+00
 -3.505025E-01  9.9392E-01  1.7747E-04  0.0000E+00  0.0000E+00
 -3.429648E-01  9.9366E-01  1.8946E-04  0.0000E+00  0.0000E+00
 -3.354271E-01  9.9337E-01  2.0257E-04  0.0000E+00  0.0000E+00
 -3.278894E-01  9.9306E-01  2.1693E-04  0.0000E+00  0.0000E+00
 -3.203518E-01  9.9273E-01  2.3270E-04  0.0000E+00  0.0000E+00
 -3.128141E-01  9.9238E-01  2.5005E-04  0.0000E+00  0.0000E+00
 -3.052764E-01  9.9200E-01  2.6919E-04  0.0000E+00  0.0000E+00
 -2.977387E-01  9.9158E-01  2.9036E-04  0.0000E+00  0.0000E+00
 -2.902010E-01  9.9114E-01  3.1385E-04  0.0000E+00  0.0000E+00
 -2.826633E-01  9.9066E-01  3.3997E-04  0.0000E+00  0.0000E+00
 -2.751256E-01  9.9014E-01  3.6916E-04  0.0000E+00  0.0000E+00
 -2.675879E-01  9.8957E-01  4.0191E-04  0.0000E+00  0.0000E+00
 -2.600503E-01  9.8896E-01  4.3866E-04  0.0000E+00  0.0000E+00
 -2.525126E-01  9.8828E-01  4.8003E-04  0.0000E+00  0.0000E+00
