       7984.3750   1.1790001e-11
       7982.4219   1.1792161e-11
       7980.4688   1.1794321e-11
       7978.5156   1.1796482e-11
       7976.5625   1.1798642e-11
       7974.6094   1.1800802e-11
       7972.6562   1.1802962e-11
       7970.7031   1.1805122e-11
       7968.7500   1.1807282e-11
       7966.7969   1.1809442e-11
       7964.8438   1.1811602e-11
       7962.8906   1.1813762e-11
       7960.9375   1.1815923e-11
       7958.9844   1.1818083e-11
       7957.0312   1.1820243e-11
       7955.0781   1.1822403e-11
       7953.1250   1.1824563e-11
       7951.1719   1.1826723e-11
       7949.2188   1.1828883e-11
       7947.2656   1.1831043e-11
       7945.3125   1.1833203e-11
       7943.3594   1.1835364e-11
       7941.4062   1.1837524e-11
       7939.4531   1.1839684e-11
       7937.5000   1.1841844e-11
       7935.5469   1.1844004e-11
       7933.5938   1.1846164e-11
       7931.6406   1.1848324e-11
       7929.6875   1.1850484e-11
       7927.7344   1.1852644e-11
       7925.7812   1.1854805e-11
       7923.8281   1.1856965e-11
       7921.8750   1.1859125e-11
       7919.9219   1.1861307e-11
       7917.9688   1.1863489e-11
       7916.0156   1.1865670e-11
       7914.0625   1.1867852e-11
       7912.1094   1.1870034e-11
       7910.1562   1.1872216e-11
       7908.2031   1.1874398e-11
       7906.2500   1.1876580e-11
       7904.2969   1.1878762e-11
       7902.3438   1.1880944e-11
       7900.3906   1.1883125e-11
       7898.4375   1.1885307e-11
       7896.4844   1.1887489e-11
       7894.5312   1.1889671e-11
       7892.5781   1.1891853e-11
       7890.6250   1.1894035e-11
       7888.6719   1.1896217e-11
       7886.7188   1.1898399e-11
       7884.7656   1.1900580e-11
       7882.8125   1.1902762e-11
       7880.8594   1.1904944e-11
       7878.9062   1.1907126e-11
       7876.9531   1.1909308e-11
       7875.0000   1.1911490e-11
       7873.0469   1.1913672e-11
       7871.0938   1.1915854e-11
       7869.1406   1.1918035e-11
       7867.1875   1.1920217e-11
       7865.2344   1.1922399e-11
       7863.2812   1.1924581e-11
       7861.3281   1.1926763e-11
       7859.3750   1.1928945e-11
       7857.4219   1.1931149e-11
       7855.4688   1.1933353e-11
       7853.5156   1.1935557e-11
       7851.5625   1.1937761e-11
       7849.6094   1.1939965e-11
       7847.6562   1.1942169e-11
       7845.7031   1.1944373e-11
       7843.7500   1.1946577e-11
       7841.7969   1.1948781e-11
       7839.8438   1.1950984e-11
       7837.8906   1.1953188e-11
       7835.9375   1.1955392e-11
       7833.9844   1.1957596e-11
       7832.0312   1.1959800e-11
       7830.0781   1.1962004e-11
       7828.1250   1.1964208e-11
       7826.1719   1.1966412e-11
       7824.2188   1.1968616e-11
       7822.2656   1.1970820e-11
       7820.3125   1.1973024e-11
       7818.3594   1.1975228e-11
       7816.4062   1.1977432e-11
       7814.4531   1.1979636e-11
       7812.5000   1.1981840e-11
       7810.5469   1.1984044e-11
       7808.5938   1.1986248e-11
       7806.6406   1.1988452e-11
       7804.6875   1.1990656e-11
       7802.7344   1.1992860e-11
       7800.7812   1.1995064e-11
       7798.8281   1.1997268e-11
       7796.8750   1.1999472e-11
       7794.9219   1.2001698e-11
       7792.9688   1.2003924e-11
       7791.0156   1.2006151e-11
       7789.0625   1.2008377e-11
       7787.1094   1.2010604e-11
       7785.1562   1.2012830e-11
       7783.2031   1.2015056e-11
       7781.2500   1.2017283e-11
       7779.2969   1.2019509e-11
       7777.3438   1.2021735e-11
       7775.3906   1.2023962e-11
       7773.4375   1.2026188e-11
       7771.4844   1.2028414e-11
       7769.5312   1.2030641e-11
       7767.5781   1.2032867e-11
       7765.6250   1.2035093e-11
       7763.6719   1.2037320e-11
       7761.7188   1.2039546e-11
       7759.7656   1.2041772e-11
       7757.8125   1.2043999e-11
       7755.8594   1.2046225e-11
       7753.9062   1.2048452e-11
       7751.9531   1.2050678e-11
       7750.0000   1.2052904e-11
       7748.0469   1.2055131e-11
       7746.0938   1.2057357e-11
       7744.1406   1.2059583e-11
       7742.1875   1.2061810e-11
       7740.2344   1.2064036e-11
       7738.2812   1.2066262e-11
       7736.3281   1.2068489e-11
       7734.3750   1.2070715e-11
       7732.4219   1.2072964e-11
       7730.4688   1.2075213e-11
       7728.5156   1.2077462e-11
       7726.5625   1.2079711e-11
       7724.6094   1.2081960e-11
       7722.6562   1.2084210e-11
       7720.7031   1.2086459e-11
       7718.7500   1.2088708e-11
       7716.7969   1.2090957e-11
       7714.8438   1.2093206e-11
       7712.8906   1.2095455e-11
       7710.9375   1.2097704e-11
       7708.9844   1.2099953e-11
       7707.0312   1.2102202e-11
       7705.0781   1.2104451e-11
       7703.1250   1.2106700e-11
       7701.1719   1.2108949e-11
       7699.2188   1.2111198e-11
       7697.2656   1.2113447e-11
       7695.3125   1.2115696e-11
       7693.3594   1.2117946e-11
       7691.4062   1.2120195e-11
       7689.4531   1.2122444e-11
       7687.5000   1.2124693e-11
       7685.5469   1.2126942e-11
       7683.5938   1.2129191e-11
       7681.6406   1.2131440e-11
       7679.6875   1.2133689e-11
       7677.7344   1.2135938e-11
       7675.7812   1.2138187e-11
       7673.8281   1.2140436e-11
       7671.8750   1.2142685e-11
       7669.9219   1.2144957e-11
       7667.9688   1.2147230e-11
       7666.0156   1.2149502e-11
       7664.0625   1.2151774e-11
       7662.1094   1.2154046e-11
       7660.1562   1.2156318e-11
       7658.2031   1.2158590e-11
       7656.2500   1.2160862e-11
       7654.2969   1.2163134e-11
       7652.3438   1.2165406e-11
       7650.3906   1.2167678e-11
       7648.4375   1.2169951e-11
       7646.4844   1.2172223e-11
       7644.5312   1.2174495e-11
       7642.5781   1.2176767e-11
       7640.6250   1.2179039e-11
       7638.6719   1.2181311e-11
       7636.7188   1.2183583e-11
       7634.7656   1.2185855e-11
       7632.8125   1.2188127e-11
       7630.8594   1.2190400e-11
       7628.9062   1.2192672e-11
       7626.9531   1.2194944e-11
       7625.0000   1.2197216e-11
       7623.0469   1.2199488e-11
       7621.0938   1.2201760e-11
       7619.1406   1.2204032e-11
       7617.1875   1.2206304e-11
       7615.2344   1.2208576e-11
       7613.2812   1.2210849e-11
       7611.3281   1.2213121e-11
       7609.3750   1.2215393e-11
       7607.4219   1.2217688e-11
       7605.4688   1.2219984e-11
       7603.5156   1.2222279e-11
