       9090.0000   9.0412855e-13
       9053.6400   9.0772659e-13
       9017.2800   9.1132463e-13
       8980.9200   9.1492267e-13
       8944.5600   9.1852071e-13
       8908.2000   9.2211875e-13
       8871.8400   9.2571679e-13
       8835.4800   9.2931483e-13
       8799.1200   9.3291287e-13
       8762.7600   9.3651091e-13
       8726.4000   9.4010895e-13
       8690.0400   9.4370699e-13
       8653.6800   9.4730503e-13
       8617.3200   9.5090307e-13
       8580.9600   9.5450111e-13
       8544.6000   9.5809916e-13
       8508.2400   9.6169721e-13
       8471.8800   9.6529525e-13
       8435.5200   9.6889330e-13
       8399.1600   9.7249135e-13
       8362.8000   9.7608940e-13
       8326.4400   9.7968744e-13
       8290.0800   9.8328549e-13
       8253.7200   9.8688354e-13
       8217.3600   9.9048159e-13
       8181.0000   9.9407963e-13
       8144.6400   9.9767768e-13
       8108.2800   1.0012757e-12
       8071.9200   1.0048738e-12
       8035.5600   1.0084718e-12
       7999.2000   1.0120699e-12
       7962.8400   1.0156679e-12
       7926.4800   1.0192659e-12
       7890.1200   1.0228640e-12
       7853.7600   1.0264620e-12
       7817.4000   1.0300601e-12
       7781.0400   1.0336581e-12
       7744.6800   1.0372561e-12
       7708.3200   1.0408542e-12
       7671.9600   1.0444522e-12
       7635.6000   1.0480503e-12
       7599.2400   1.0516483e-12
       7562.8800   1.0552463e-12
       7526.5200   1.0588444e-12
       7490.1600   1.0624424e-12
       7453.8000   1.0660405e-12
       7417.4400   1.0696385e-12
       7381.0800   1.0732366e-12
       7344.7200   1.0768346e-12
       7308.3600   1.0804327e-12
       7272.0000   1.0840307e-12
       7235.6400   1.0876288e-12
       7199.2800   1.0912268e-12
       7162.9200   1.0948249e-12
       7126.5600   1.0984229e-12
       7090.2000   1.1020210e-12
       7053.8400   1.1056190e-12
       7017.4800   1.1092170e-12
       6981.1200   1.1128151e-12
       6944.7600   1.1164131e-12
       6908.4000   1.1200111e-12
       6872.0400   1.1236092e-12
       6835.6800   1.1272072e-12
       6799.3200   1.1308052e-12
       6762.9600   1.1344032e-12
       6726.6000   1.1380013e-12
       6690.2400   1.1415993e-12
       6653.8800   1.1451973e-12
       6617.5200   1.1487954e-12
       6581.1600   1.1523934e-12
       6544.8000   1.1564462e-12
       6508.4400   1.1606515e-12
       6472.0800   1.1648568e-12
       6435.7200   1.1690621e-12
       6399.3600   1.1732674e-12
       6363.0000   1.1774727e-12
       6326.6400   1.1816780e-12
       6290.2800   1.1858833e-12
       6253.9200   1.1900886e-12
       6217.5600   1.1942939e-12
       6181.2000   1.1984992e-12
       6144.8400   1.2027044e-12
       6108.4800   1.2069097e-12
       6072.1200   1.2141068e-12
       6035.7600   1.2223971e-12
       5999.4000   1.2306873e-12
       5963.0400   1.2389775e-12
       5926.6800   1.2472678e-12
       5890.3200   1.2555580e-12
       5853.9600   1.2638482e-12
       5817.6000   1.2721384e-12
       5781.2400   1.2804287e-12
       5744.8800   1.2887189e-12
       5708.5200   1.2970092e-12
       5672.1600   1.3052994e-12
       5635.8000   1.3135896e-12
       5599.4400   1.3218799e-12
       5563.0800   1.3301701e-12
       5526.7200   1.3384604e-12
       5490.3600   1.3467506e-12
       5454.0000   1.3550408e-12
       5417.6400   1.3633311e-12
       5381.2800   1.3716213e-12
       5344.9200   1.3799116e-12
       5308.5600   1.3882018e-12
       5272.2000   1.3964921e-12
       5235.8400   1.4047823e-12
       5199.4800   1.4130725e-12
       5163.1200   1.4213628e-12
       5126.7600   1.4296530e-12
       5090.4000   1.4379433e-12
       5054.0400   1.4462335e-12
       5017.6800   1.4545237e-12
       4981.3200   1.4628140e-12
       4944.9600   1.4711042e-12
       4908.6000   1.4793944e-12
       4872.2400   1.4876847e-12
       4835.8800   1.4959749e-12
       4799.5200   1.5042651e-12
       4763.1600   1.5125553e-12
       4726.8000   1.5208456e-12
       4690.4400   1.5291358e-12
       4654.0800   1.5374261e-12
       4617.7200   1.5457163e-12
       4581.3600   1.5540066e-12
       4545.0000   1.5622968e-12
       4508.6400   1.5705870e-12
       4472.2800   1.5788773e-12
       4435.9200   1.5871675e-12
       4399.5600   1.5976930e-12
       4363.2000   1.6114690e-12
       4326.8400   1.6252451e-12
       4290.4800   1.6390212e-12
       4254.1200   1.6527972e-12
       4217.7600   1.6665733e-12
       4181.4000   1.6803494e-12
       4145.0400   1.6941255e-12
       4108.6800   1.7119102e-12
       4072.3200   1.7401604e-12
       4035.9600   1.7684106e-12
       3999.6000   1.7966608e-12
       3963.2400   1.8249110e-12
       3926.8800   1.8531613e-12
       3890.5200   1.8814115e-12
       3854.1600   1.9096617e-12
       3817.8000   1.9379119e-12
       3781.4400   1.9661622e-12
       3745.0800   1.9944124e-12
       3708.7200   2.0226626e-12
       3672.3600   2.0509129e-12
       3636.0000   2.0791631e-12
       3599.6400   2.1074133e-12
       3563.2800   2.1356636e-12
       3526.9200   2.1639138e-12
